24,private,biomeswevegone:amaranth_grassland,MONSTER,minecraft:zombie,10,4,4
25,private,biomeswevegone:amaranth_grassland,MONSTER,minecraft:zombie_villager,5,1,1
26,private,biomeswevegone:amaranth_grassland,MONSTER,minecraft:skeleton,10,4,4
27,private,biomeswevegone:amaranth_grassland,MONSTER,minecraft:creeper,10,4,4
28,private,biomeswevegone:amaranth_grassland,MONSTER,minecraft:slime,10,4,4
29,private,biomeswevegone:amaranth_grassland,MONSTER,minecraft:enderman,5,1,4
30,private,biomeswevegone:amaranth_grassland,MONSTER,minecraft:witch,5,1,1
31,private,biomeswevegone:amaranth_grassland,MONSTER,irons_spellbooks:necromancer,18,1,1
32,private,biomeswevegone:amaranth_grassland,CREATURE,minecraft:sheep,12,4,4
33,private,biomeswevegone:amaranth_grassland,CREATURE,minecraft:pig,10,4,4
34,private,biomeswevegone:amaranth_grassland,CREATURE,minecraft:chicken,10,4,4
35,private,biomeswevegone:amaranth_grassland,CREATURE,minecraft:cow,8,4,4
36,private,biomeswevegone:amaranth_grassland,CREATURE,minecraft:horse,5,2,6
37,private,biomeswevegone:amaranth_grassland,CREATURE,minecraft:donkey,5,1,3
38,private,biomeswevegone:amaranth_grassland,CREATURE,ars_nouveau:drygmy,5,1,2
39,private,biomeswevegone:amaranth_grassland,CREATURE,ars_nouveau:gift_starby,5,1,1
40,private,biomeswevegone:amaranth_grassland,CREATURE,ars_nouveau:starbuncle,5,1,2
41,private,biomeswevegone:amaranth_grassland,CREATURE,ars_nouveau:whirlisprig,5,1,2
42,private,biomeswevegone:amaranth_grassland,AMBIENT,minecraft:bat,10,8,8
43,private,biomeswevegone:amaranth_grassland,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
44,private,far_end:amethyst_forest,MONSTER,minecraft:enderman,5,4,4
45,private,stellarity:amethyst_forest,MONSTER,minecraft:enderman,5,4,4
46,savanna,biomeswevegone:araucaria_savanna,MONSTER,minecraft:spider,10,4,4
47,savanna,biomeswevegone:araucaria_savanna,MONSTER,minecraft:zombie,10,4,4
48,savanna,biomeswevegone:araucaria_savanna,MONSTER,minecraft:zombie_villager,5,1,1
49,savanna,biomeswevegone:araucaria_savanna,MONSTER,minecraft:skeleton,10,4,4
50,savanna,biomeswevegone:araucaria_savanna,MONSTER,minecraft:creeper,10,4,4
51,savanna,biomeswevegone:araucaria_savanna,MONSTER,minecraft:slime,10,4,4
52,savanna,biomeswevegone:araucaria_savanna,MONSTER,minecraft:enderman,5,1,4
53,savanna,biomeswevegone:araucaria_savanna,MONSTER,minecraft:witch,5,1,1
54,savanna,biomeswevegone:araucaria_savanna,MONSTER,cataclysm:koboleton,15,2,3
55,savanna,biomeswevegone:araucaria_savanna,MONSTER,irons_spellbooks:necromancer,18,1,1
56,savanna,biomeswevegone:araucaria_savanna,CREATURE,minecraft:sheep,12,4,4
57,savanna,biomeswevegone:araucaria_savanna,CREATURE,minecraft:pig,10,4,4
58,savanna,biomeswevegone:araucaria_savanna,CREATURE,minecraft:chicken,10,4,4
59,savanna,biomeswevegone:araucaria_savanna,CREATURE,minecraft:cow,8,4,4
60,savanna,biomeswevegone:araucaria_savanna,CREATURE,minecraft:horse,5,2,6
61,savanna,biomeswevegone:araucaria_savanna,CREATURE,minecraft:donkey,5,1,3
62,savanna,biomeswevegone:araucaria_savanna,CREATURE,minecraft:llama,5,3,4
63,savanna,biomeswevegone:araucaria_savanna,CREATURE,minecraft:armadillo,10,2,3
64,savanna,biomeswevegone:araucaria_savanna,CREATURE,ars_nouveau:drygmy,5,1,2
65,savanna,biomeswevegone:araucaria_savanna,CREATURE,ars_nouveau:gift_starby,5,1,1
66,savanna,biomeswevegone:araucaria_savanna,CREATURE,ars_nouveau:starbuncle,5,1,2
67,savanna,biomeswevegone:araucaria_savanna,CREATURE,ars_nouveau:whirlisprig,5,1,2
68,savanna,biomeswevegone:araucaria_savanna,AMBIENT,minecraft:bat,10,8,8
69,savanna,biomeswevegone:araucaria_savanna,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
70,forest,ars_nouveau:archwood_forest,MONSTER,minecraft:spider,10,4,4
71,forest,ars_nouveau:archwood_forest,MONSTER,minecraft:zombie,10,4,4
72,forest,ars_nouveau:archwood_forest,MONSTER,minecraft:zombie_villager,5,1,1
73,forest,ars_nouveau:archwood_forest,MONSTER,minecraft:skeleton,10,4,4
74,forest,ars_nouveau:archwood_forest,MONSTER,minecraft:creeper,10,4,4
75,forest,ars_nouveau:archwood_forest,MONSTER,minecraft:slime,10,4,4
76,forest,ars_nouveau:archwood_forest,MONSTER,minecraft:enderman,5,1,4
77,forest,ars_nouveau:archwood_forest,MONSTER,minecraft:witch,5,1,1
78,forest,ars_nouveau:archwood_forest,MONSTER,irons_spellbooks:necromancer,18,1,1
79,forest,ars_nouveau:archwood_forest,MONSTER,alshanex_familiars:druid_pet,5,1,1
80,forest,ars_nouveau:archwood_forest,MONSTER,alshanex_familiars:hunter_pet,5,2,3
81,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:starbuncle,5,3,5
82,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:drygmy,5,1,3
83,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:whirlisprig,5,1,3
84,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:blazing_weald_walker,5,1,1
85,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:cascading_weald_walker,5,1,1
86,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:flourishing_weald_walker,5,1,1
87,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:vexing_weald_walker,5,1,1
88,forest,ars_nouveau:archwood_forest,CREATURE,minecraft:wolf,5,4,4
89,forest,ars_nouveau:archwood_forest,CREATURE,minecraft:sheep,12,4,4
90,forest,ars_nouveau:archwood_forest,CREATURE,minecraft:pig,10,4,4
91,forest,ars_nouveau:archwood_forest,CREATURE,minecraft:chicken,10,4,4
92,forest,ars_nouveau:archwood_forest,CREATURE,minecraft:cow,8,4,4
93,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:drygmy,5,1,2
94,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:gift_starby,5,1,1
95,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:starbuncle,5,1,2
96,forest,ars_nouveau:archwood_forest,CREATURE,ars_nouveau:whirlisprig,5,1,2
97,forest,ars_nouveau:archwood_forest,AMBIENT,minecraft:bat,10,8,8
98,forest,ars_nouveau:archwood_forest,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
99,forest,ars_nouveau:archwood_forest,WATER_CREATURE,ars_elemental:siren_entity,5,1,3
100,private,far_end:ashfall_delta,MONSTER,minecraft:skeleton,11,2,2
101,private,stellarity:ashfall_deltas,MONSTER,minecraft:skeleton,11,2,2
102,forest,biomeswevegone:aspen_boreal,MONSTER,minecraft:spider,10,4,4
103,forest,biomeswevegone:aspen_boreal,MONSTER,minecraft:zombie,10,4,4
104,forest,biomeswevegone:aspen_boreal,MONSTER,minecraft:zombie_villager,5,1,1
105,forest,biomeswevegone:aspen_boreal,MONSTER,minecraft:skeleton,50,4,4
106,forest,biomeswevegone:aspen_boreal,MONSTER,minecraft:creeper,50,4,4
107,forest,biomeswevegone:aspen_boreal,MONSTER,minecraft:slime,50,4,4
108,forest,biomeswevegone:aspen_boreal,MONSTER,minecraft:enderman,5,1,4
109,forest,biomeswevegone:aspen_boreal,MONSTER,minecraft:witch,5,1,1
110,forest,biomeswevegone:aspen_boreal,MONSTER,irons_spellbooks:necromancer,18,1,1
111,forest,biomeswevegone:aspen_boreal,MONSTER,alshanex_familiars:druid_pet,5,1,1
112,forest,biomeswevegone:aspen_boreal,MONSTER,alshanex_familiars:hunter_pet,5,2,3
113,forest,biomeswevegone:aspen_boreal,CREATURE,minecraft:sheep,12,4,4
114,forest,biomeswevegone:aspen_boreal,CREATURE,minecraft:pig,10,4,4
115,forest,biomeswevegone:aspen_boreal,CREATURE,minecraft:chicken,10,4,4
116,forest,biomeswevegone:aspen_boreal,CREATURE,minecraft:cow,8,4,4
117,forest,biomeswevegone:aspen_boreal,CREATURE,minecraft:wolf,8,4,4
118,forest,biomeswevegone:aspen_boreal,CREATURE,minecraft:rabbit,5,2,3
119,forest,biomeswevegone:aspen_boreal,CREATURE,minecraft:fox,8,2,4
120,forest,biomeswevegone:aspen_boreal,CREATURE,ars_nouveau:drygmy,5,1,2
121,forest,biomeswevegone:aspen_boreal,CREATURE,ars_nouveau:gift_starby,5,1,1
122,forest,biomeswevegone:aspen_boreal,CREATURE,ars_nouveau:starbuncle,5,1,2
123,forest,biomeswevegone:aspen_boreal,CREATURE,ars_nouveau:whirlisprig,5,1,2
124,forest,biomeswevegone:aspen_boreal,AMBIENT,minecraft:bat,10,8,8
125,forest,biomeswevegone:aspen_boreal,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
126,private,biomeswevegone:atacama_outback,MONSTER,minecraft:spider,10,4,4
127,private,biomeswevegone:atacama_outback,MONSTER,minecraft:zombie,19,4,4
128,private,biomeswevegone:atacama_outback,MONSTER,minecraft:zombie_villager,5,1,1
129,private,biomeswevegone:atacama_outback,MONSTER,minecraft:skeleton,10,4,4
130,private,biomeswevegone:atacama_outback,MONSTER,minecraft:creeper,10,4,4
131,private,biomeswevegone:atacama_outback,MONSTER,minecraft:slime,10,4,4
132,private,biomeswevegone:atacama_outback,MONSTER,minecraft:enderman,5,1,4
133,private,biomeswevegone:atacama_outback,MONSTER,minecraft:witch,5,1,1
134,private,biomeswevegone:atacama_outback,MONSTER,minecraft:husk,50,4,4
135,private,biomeswevegone:atacama_outback,MONSTER,irons_spellbooks:necromancer,18,1,1
136,private,biomeswevegone:atacama_outback,CREATURE,minecraft:rabbit,5,2,3
137,private,biomeswevegone:atacama_outback,CREATURE,ars_nouveau:drygmy,5,1,2
138,private,biomeswevegone:atacama_outback,CREATURE,ars_nouveau:gift_starby,5,1,1
139,private,biomeswevegone:atacama_outback,CREATURE,ars_nouveau:starbuncle,5,1,2
140,private,biomeswevegone:atacama_outback,CREATURE,ars_nouveau:whirlisprig,5,1,2
141,private,biomeswevegone:atacama_outback,AMBIENT,minecraft:bat,10,8,8
142,private,biomeswevegone:atacama_outback,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
143,badlands,minecraft:badlands,MONSTER,minecraft:spider,10,4,4
144,badlands,minecraft:badlands,MONSTER,minecraft:zombie,10,4,4
145,badlands,minecraft:badlands,MONSTER,minecraft:zombie_villager,5,1,1
146,badlands,minecraft:badlands,MONSTER,minecraft:skeleton,10,4,4
147,badlands,minecraft:badlands,MONSTER,minecraft:creeper,10,4,4
148,badlands,minecraft:badlands,MONSTER,minecraft:slime,10,4,4
149,badlands,minecraft:badlands,MONSTER,minecraft:enderman,5,1,4
150,badlands,minecraft:badlands,MONSTER,minecraft:witch,5,1,1
151,badlands,minecraft:badlands,MONSTER,cataclysm:koboleton,15,2,3
152,badlands,minecraft:badlands,MONSTER,irons_spellbooks:necromancer,18,1,1
153,badlands,minecraft:badlands,MONSTER,knightquest:ghosty,18,1,1
154,badlands,minecraft:badlands,CREATURE,minecraft:armadillo,6,1,2
155,badlands,minecraft:badlands,CREATURE,ars_nouveau:drygmy,5,1,2
156,badlands,minecraft:badlands,CREATURE,ars_nouveau:gift_starby,5,1,1
157,badlands,minecraft:badlands,CREATURE,ars_nouveau:starbuncle,5,1,2
158,badlands,minecraft:badlands,CREATURE,ars_nouveau:whirlisprig,5,1,2
159,badlands,minecraft:badlands,AMBIENT,minecraft:bat,10,8,8
135,badlands,minecraft:badlands,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
161,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:spider,10,4,4
162,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:zombie,10,4,4
163,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:zombie_villager,5,1,1
164,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:skeleton,10,4,4
130,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:creeper,10,4,4
166,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:slime,10,4,4
167,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:enderman,5,1,4
168,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:witch,5,1,1
169,jungle,minecraft:bamboo_jungle,MONSTER,minecraft:ocelot,5,1,1
135,jungle,minecraft:bamboo_jungle,MONSTER,irons_spellbooks:necromancer,18,1,1
171,jungle,minecraft:bamboo_jungle,MONSTER,alshanex_familiars:hunter_pet,5,2,3
172,jungle,minecraft:bamboo_jungle,CREATURE,minecraft:sheep,12,4,4
173,jungle,minecraft:bamboo_jungle,CREATURE,minecraft:pig,10,4,4
174,jungle,minecraft:bamboo_jungle,CREATURE,minecraft:chicken,10,4,4
125,jungle,minecraft:bamboo_jungle,CREATURE,minecraft:cow,8,4,4
176,jungle,minecraft:bamboo_jungle,CREATURE,minecraft:chicken,10,4,4
177,jungle,minecraft:bamboo_jungle,CREATURE,minecraft:parrot,10,1,2
178,jungle,minecraft:bamboo_jungle,CREATURE,minecraft:panda,15,1,2
179,jungle,minecraft:bamboo_jungle,CREATURE,ars_nouveau:drygmy,5,1,2
150,jungle,minecraft:bamboo_jungle,CREATURE,ars_nouveau:gift_starby,5,1,1
181,jungle,minecraft:bamboo_jungle,CREATURE,ars_nouveau:starbuncle,5,1,2
182,jungle,minecraft:bamboo_jungle,CREATURE,ars_nouveau:whirlisprig,5,1,2
183,jungle,minecraft:bamboo_jungle,AMBIENT,minecraft:bat,10,8,8
184,jungle,minecraft:bamboo_jungle,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
125,savanna,biomeswevegone:baobab_savanna,MONSTER,minecraft:spider,10,4,4
186,savanna,biomeswevegone:baobab_savanna,MONSTER,minecraft:zombie,10,4,4
187,savanna,biomeswevegone:baobab_savanna,MONSTER,minecraft:zombie_villager,5,1,1
188,savanna,biomeswevegone:baobab_savanna,MONSTER,minecraft:skeleton,10,4,4
189,savanna,biomeswevegone:baobab_savanna,MONSTER,minecraft:creeper,10,4,4
135,savanna,biomeswevegone:baobab_savanna,MONSTER,minecraft:slime,10,4,4
191,savanna,biomeswevegone:baobab_savanna,MONSTER,minecraft:enderman,5,1,4
192,savanna,biomeswevegone:baobab_savanna,MONSTER,minecraft:witch,5,1,1
193,savanna,biomeswevegone:baobab_savanna,MONSTER,cataclysm:koboleton,15,2,3
194,savanna,biomeswevegone:baobab_savanna,MONSTER,irons_spellbooks:necromancer,18,1,1
195,savanna,biomeswevegone:baobab_savanna,CREATURE,minecraft:sheep,12,4,4
196,savanna,biomeswevegone:baobab_savanna,CREATURE,minecraft:pig,10,4,4
197,savanna,biomeswevegone:baobab_savanna,CREATURE,minecraft:chicken,10,4,4
198,savanna,biomeswevegone:baobab_savanna,CREATURE,minecraft:cow,8,4,4
199,savanna,biomeswevegone:baobab_savanna,CREATURE,minecraft:horse,5,2,6
200,savanna,biomeswevegone:baobab_savanna,CREATURE,minecraft:donkey,5,1,1
201,savanna,biomeswevegone:baobab_savanna,CREATURE,minecraft:llama,5,3,4
202,savanna,biomeswevegone:baobab_savanna,CREATURE,minecraft:armadillo,10,2,3
203,savanna,biomeswevegone:baobab_savanna,CREATURE,ars_nouveau:drygmy,5,1,2
204,savanna,biomeswevegone:baobab_savanna,CREATURE,ars_nouveau:gift_starby,5,1,1
205,savanna,biomeswevegone:baobab_savanna,CREATURE,ars_nouveau:starbuncle,5,1,2
206,savanna,biomeswevegone:baobab_savanna,CREATURE,ars_nouveau:whirlisprig,5,1,2
207,savanna,biomeswevegone:baobab_savanna,AMBIENT,minecraft:bat,10,8,8
208,savanna,biomeswevegone:baobab_savanna,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
209,beach,biomeswevegone:basalt_barrera,MONSTER,minecraft:spider,10,4,4
210,beach,biomeswevegone:basalt_barrera,MONSTER,minecraft:zombie,10,4,4
211,beach,biomeswevegone:basalt_barrera,MONSTER,minecraft:zombie_villager,5,1,1
212,beach,biomeswevegone:basalt_barrera,MONSTER,minecraft:skeleton,10,4,4
213,beach,biomeswevegone:basalt_barrera,MONSTER,minecraft:creeper,10,4,4
214,beach,biomeswevegone:basalt_barrera,MONSTER,minecraft:slime,10,4,4
215,beach,biomeswevegone:basalt_barrera,MONSTER,minecraft:enderman,5,1,4
216,beach,biomeswevegone:basalt_barrera,MONSTER,minecraft:witch,5,1,1
217,beach,biomeswevegone:basalt_barrera,MONSTER,irons_spellbooks:necromancer,18,1,1
218,beach,biomeswevegone:basalt_barrera,CREATURE,ars_nouveau:alakarkinos,5,1,1
219,beach,biomeswevegone:basalt_barrera,CREATURE,ars_nouveau:drygmy,5,1,2
220,beach,biomeswevegone:basalt_barrera,CREATURE,ars_nouveau:gift_starby,5,1,1
221,beach,biomeswevegone:basalt_barrera,CREATURE,ars_nouveau:starbuncle,5,1,2
222,beach,biomeswevegone:basalt_barrera,CREATURE,ars_nouveau:whirlisprig,5,1,2
223,beach,biomeswevegone:basalt_barrera,AMBIENT,minecraft:bat,10,8,8
224,beach,biomeswevegone:basalt_barrera,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
225,nether,minecraft:basalt_deltas,MONSTER,minecraft:ghast,10,1,1
226,nether,minecraft:basalt_deltas,MONSTER,minecraft:magma_cube,10,2,5
227,nether,minecraft:basalt_deltas,MONSTER,alshanex_familiars:scorcher_pet,5,1,1
228,nether,minecraft:basalt_deltas,MONSTER,minecraft:zombified_piglin,5,1,4
229,nether,minecraft:basalt_deltas,CREATURE,minecraft:strider,10,1,2
230,nether,minecraft:basalt_deltas,WATER_AMBIENT,netherdepthsupgrade:bonefish,8,1,5
231,nether,minecraft:basalt_deltas,WATER_AMBIENT,netherdepthsupgrade:fortressgrouper,5,1,2
232,nether,minecraft:basalt_deltas,WATER_AMBIENT,netherdepthsupgrade:glowdine,8,4,6
233,nether,minecraft:basalt_deltas,WATER_AMBIENT,netherdepthsupgrade:magmacubefish,10,2,4
234,nether,minecraft:basalt_deltas,WATER_AMBIENT,netherdepthsupgrade:obsidianfish,15,1,5
235,nether,minecraft:basalt_deltas,WATER_AMBIENT,netherdepthsupgrade:searing_cod,10,3,6
236,swamp,biomeswevegone:bayou,MONSTER,minecraft:spider,10,4,4
237,swamp,biomeswevegone:bayou,MONSTER,minecraft:zombie,10,4,4
238,swamp,biomeswevegone:bayou,MONSTER,minecraft:zombie_villager,5,1,1
239,swamp,biomeswevegone:bayou,MONSTER,minecraft:skeleton,10,4,4
240,swamp,biomeswevegone:bayou,MONSTER,minecraft:creeper,10,4,4
241,swamp,biomeswevegone:bayou,MONSTER,minecraft:slime,10,4,4
242,swamp,biomeswevegone:bayou,MONSTER,minecraft:enderman,5,1,4
243,swamp,biomeswevegone:bayou,MONSTER,minecraft:witch,5,1,1
244,swamp,biomeswevegone:bayou,MONSTER,minecraft:slime,5,1,1
245,swamp,biomeswevegone:bayou,MONSTER,irons_spellbooks:necromancer,18,1,1
246,swamp,biomeswevegone:bayou,MONSTER,wetland_whimsy:swamp_spider,25,1,2
247,swamp,biomeswevegone:bayou,CREATURE,minecraft:frog,10,2,5
248,swamp,biomeswevegone:bayou,CREATURE,ars_nouveau:drygmy,5,1,2
249,swamp,biomeswevegone:bayou,CREATURE,ars_nouveau:gift_starby,5,1,1
250,swamp,biomeswevegone:bayou,CREATURE,ars_nouveau:starbuncle,5,1,2
251,swamp,biomeswevegone:bayou,CREATURE,ars_nouveau:whirlisprig,5,1,2
252,swamp,biomeswevegone:bayou,AMBIENT,minecraft:bat,10,8,8
253,swamp,biomeswevegone:bayou,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
254,swamp,biomeswevegone:bayou,WATER_AMBIENT,minecraft:tropical_fish,10,8,8
255,beach,minecraft:beach,MONSTER,minecraft:spider,10,4,4
256,beach,minecraft:beach,MONSTER,minecraft:zombie,10,4,4
257,beach,minecraft:beach,MONSTER,minecraft:zombie_villager,5,1,1
258,beach,minecraft:beach,MONSTER,minecraft:skeleton,10,4,4
259,beach,minecraft:beach,MONSTER,minecraft:creeper,10,4,4
235,beach,minecraft:beach,MONSTER,minecraft:slime,10,4,4
261,beach,minecraft:beach,MONSTER,minecraft:enderman,5,1,4
262,beach,minecraft:beach,MONSTER,minecraft:witch,5,1,1
263,beach,minecraft:beach,MONSTER,irons_spellbooks:necromancer,18,1,1
264,beach,minecraft:beach,MONSTER,knightquest:swampman,15,1,1
230,beach,minecraft:beach,CREATURE,minecraft:turtle,5,2,5
266,beach,minecraft:beach,CREATURE,ars_nouveau:alakarkinos,5,1,1
267,beach,minecraft:beach,CREATURE,ars_nouveau:drygmy,5,1,2
268,beach,minecraft:beach,CREATURE,ars_nouveau:gift_starby,5,1,1
269,beach,minecraft:beach,CREATURE,ars_nouveau:starbuncle,5,1,2
235,beach,minecraft:beach,CREATURE,ars_nouveau:whirlisprig,5,1,2
271,beach,minecraft:beach,AMBIENT,minecraft:bat,10,8,8
272,beach,minecraft:beach,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
273,forest,minecraft:birch_forest,MONSTER,minecraft:spider,10,4,4
274,forest,minecraft:birch_forest,MONSTER,minecraft:zombie,10,4,4
225,forest,minecraft:birch_forest,MONSTER,minecraft:zombie_villager,5,1,1
276,forest,minecraft:birch_forest,MONSTER,minecraft:skeleton,10,4,4
277,forest,minecraft:birch_forest,MONSTER,minecraft:creeper,10,4,4
278,forest,minecraft:birch_forest,MONSTER,minecraft:slime,10,4,4
279,forest,minecraft:birch_forest,MONSTER,minecraft:enderman,5,1,4
250,forest,minecraft:birch_forest,MONSTER,minecraft:witch,5,1,1
281,forest,minecraft:birch_forest,MONSTER,irons_spellbooks:necromancer,18,1,1
282,forest,minecraft:birch_forest,MONSTER,alshanex_familiars:druid_pet,5,1,1
283,forest,minecraft:birch_forest,MONSTER,alshanex_familiars:hunter_pet,5,2,3
284,forest,minecraft:birch_forest,CREATURE,minecraft:sheep,12,4,4
225,forest,minecraft:birch_forest,CREATURE,minecraft:pig,10,4,4
286,forest,minecraft:birch_forest,CREATURE,minecraft:chicken,10,4,4
287,forest,minecraft:birch_forest,CREATURE,minecraft:cow,8,4,4
288,forest,minecraft:birch_forest,CREATURE,ars_nouveau:drygmy,5,1,2
289,forest,minecraft:birch_forest,CREATURE,ars_nouveau:gift_starby,5,1,1
235,forest,minecraft:birch_forest,CREATURE,ars_nouveau:starbuncle,5,1,2
291,forest,minecraft:birch_forest,CREATURE,ars_nouveau:whirlisprig,5,1,2
292,forest,minecraft:birch_forest,AMBIENT,minecraft:bat,10,8,8
293,forest,minecraft:birch_forest,UNDERGROUND_WATER_CREATURE,minecraft:glow_squid,10,4,6
294,forest,biomeswevegone:black_forest,MONSTER,minecraft:spider,10,4,4
295,forest,biomeswevegone:black_forest,MONSTER,minecraft:zombie,10,4,4
296,forest,biomeswevegone:black_forest,MONSTER,minecraft:zombie_villager,25,1,1
297,forest,biomeswevegone:black_forest,MONSTER,minecraft:skeleton,10,4,4
298,forest,biomeswevegone:black_forest,MONSTER,minecraft:creeper,10,4,4
299,forest,biomeswevegone:black_forest,MONSTER,minecraft:slime,10,4,4
300,forest,biomeswevegone:black_forest,MONSTER,minecraft:enderman,5,1,4
301,forest,biomeswevegone:black_forest,MONSTER,minecraft:witch,5,1,1
302,forest,biomeswevegone:black_forest,MONSTER,irons_spellbooks:necromancer,18,1,1
303,forest,biomeswevegone:black_forest,MONSTER,alshanex_familiars:druid_pet,5,1,1
304,forest,biomeswevegone:black_forest,MONSTER,alshanex_familiars:hunter_pet,5,2,3
305,forest,biomeswevegone:black_forest,CREATURE,minecraft:sheep,12,4,4
306,forest,biomeswevegone:black_forest,CREATURE,minecraft:pig,10,4,4
307,forest,biomeswevegone:black_forest,CREATURE,minecraft:chicken,10,4,4
308,forest,biomeswevegone:black_forest,CREATURE,minecraft:cow,8,4,4
309,forest,biomeswevegone:black_forest,CREATURE,minecraft:wolf,8,4,4
310,forest,biomeswevegone:black_forest,CREATURE,minecraft:rabbit,5,2,3
311,forest,biomeswevegone:black_forest,CREATURE,minecraft:fox,8,2,4
312,forest,biomeswevegone:black_forest,CREATURE,ars_nouveau:drygmy,5,1,2
313,forest,biomeswevegone:black_forest,CREATURE,ars_nouveau:gift_starby,5,1,1
314,forest,biomeswevegone:black_forest,CREATURE,ars_nouveau:starbuncle,5,1,2
315,forest,biomeswevegone:black_forest,CREATURE,ars_nouveau:whirlisprig,5,1,2
316,forest,biomeswevegone:black_forest,AMBIENT,minecraft:bat,10,8,8
317,forest,ars_elemental:blazing_forest,MONSTER,minecraft:spider,10,4,4
318,forest,ars_elemental:blazing_forest,MONSTER,minecraft:husk,10,2,4
319,forest,ars_elemental:blazing_forest,MONSTER,minecraft:zombie,10,4,4
320,forest,ars_elemental:blazing_forest,MONSTER,minecraft:zombie_villager,5,1,1
321,forest,ars_elemental:blazing_forest,MONSTER,minecraft:skeleton,10,4,4
322,forest,ars_elemental:blazing_forest,MONSTER,minecraft:creeper,10,4,4
323,forest,ars_elemental:blazing_forest,MONSTER,minecraft:slime,10,4,4
